Kod,Nazwa,JM,WysokoscCm,SzerokoscCm,DlugoscCm,JmZ,Przelicznik_JmJmZ,WagaKG,Typ,NumerKatalogowy,SWW,Grupa,StanMin,StanMax,VAT,VATZak,VATFlaga,VatZakFlaga,EAN,Opis,OpakowanieKaucja,OdwrotneObciazenie,CenaZCzteremaMiejscami,Granica ceny,Minimalna cena/mar¿a,Dostawca,Kod u dostawcy,Kod producenta,KosztUslugiTyp,KosztUslugi,KosztUslugiWal,Waluta,Intrastat - kod CN,Intrastat - kraj pochodzenia,Intrastat - masa,Intrastat - JmPomPrzelicznikL,Intrastat - JmPomPrzelicznikM,Podzielona p³atnoœæ,Cena zakupu,Waluta Cena zakupu,Cena hurtowa 1,Waluta Cena hurtowa 1,Cena hurtowa 2,Waluta Cena hurtowa 2,Cena hurtowa 3,Waluta Cena hurtowa 3,Cena detaliczna,Waluta Cena detaliczna
1960-uniw,Zimny Ogieñ Serce (Cake Sparkler) VP12TS,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182429708,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.68,PLN,3.17,PLN,0,PLN,0,PLN,3.9,PLN
1961-uniw,Zimny Ogieñ Gwiazda (Cake Sparkler) VP12TH,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182429722,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.41,PLN,3.17,PLN,0,PLN,0,PLN,3.9,PLN
1962-uniw,VP12MIX,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.85,PLN,0,PLN,0,PLN,3.5,PLN
1964-uniw,Petardy hukowe ¯uki P0003A - 10 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604900345,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.41,PLN,4.63,PLN,0,PLN,0,PLN,5.7,PLN
1965-uniw,Petardy hukowe PP3 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604915479,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,14.23,PLN,0,PLN,0,PLN,17.5,PLN
1966-uniw,Karabin taœmowy petard hukowych Hot Guns TXP254 - 800 strza³ów,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212541,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,13.53,PLN,26.02,PLN,0,PLN,0,PLN,32,PLN
1967-uniw,Du¿e Lataj¹ce Motyle Air Force TXP536 - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160215368,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.72,PLN,0,PLN,0,PLN,9.5,PLN
1968-uniw,Race pistoletowe Signal Marine/Knatterpatronen RP4 - 50 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8058159650128,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,32.32,PLN,63.41,PLN,0,PLN,0,PLN,78,PLN
1969-uniw,"Empire TXB465 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214651,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,47.04,PLN,90.24,PLN,0,PLN,0,PLN,111,PLN
196-uniw,"Red Peony TXB462 - 9 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214620,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,7.9,PLN,15.2,PLN,0,PLN,0,PLN,18.7,PLN
1970-uniw,"Czwartek/Thursday TXB665 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216655,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,78.62,PLN,0,PLN,0,PLN,96.7,PLN
1971-uniw,"Fire PXB2213 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721791985,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,56.26,PLN,0,PLN,0,PLN,69.2,PLN
1972-uniw,XP1008-3 ZAPALNIK 3M TRIPLEX,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.68,PLN,0,PLN,0,PLN,3.3,PLN
1973-uniw,Zimne Ognie 90cm TXF787 - 30 sztuk (10 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,81.3,PLN,0,PLN,0,PLN,100,PLN
1974-uniw,Zimne Ognie 90cm TXF787 - 60 sztuk (20 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,162.6,PLN,0,PLN,0,PLN,200,PLN
1975-uniw,Zimne Ognie 90cm TXF787 - 90 sztuk (30 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,243.9,PLN,0,PLN,0,PLN,300,PLN
1976-uniw,WYSY£KA,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1977-uniw,"Fontanna tortowa z cyfr¹ ""0"" - DF12CM0",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425205,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.03,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1978-uniw,"Fontanny tortowe z cyframi ""0-9"" - DF12CM2",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425212,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.03,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1979-uniw,"Fontanna tortowa z cyfr¹ ""2"" - DF12CM2",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425229,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
197-uniw,"Yellow Peony TXB820 - 9 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218208,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,7.9,PLN,15.2,PLN,0,PLN,0,PLN,18.7,PLN
1980-uniw,"Fontanna tortowa z cyfr¹ ""5"" - DF12CM5",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425250,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.03,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1981-uniw,"Fontanna tortowa z cyfr¹ ""6"" - DF12CM6",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425267,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.03,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1982-uniw,"Fontanna tortowa z cyfr¹ ""7"" - DF12CM7",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425274,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.03,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1983-uniw,"Fontanna tortowa z cyfr¹ ""9"" - DF12CM9",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425298,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1984-uniw,"Fontanna tortowa z cyfr¹ ""8"" - DF12CM8",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425281,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.03,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1985-uniw,"Fontanna tortowa z cyfr¹ ""3"" - DF12CM3",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425236,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1986-uniw,"Fontanna tortowa z cyfr¹ ""4"" - DF12CM4",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425243,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.03,PLN,3.41,PLN,0,PLN,0,PLN,4.2,PLN
1987-uniw,Zimne ognie 70cm TXF428 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.72,PLN,0,PLN,0,PLN,9.5,PLN
1988-uniw,Zimne ognie 70cm TXF428 - 30 sztuk (5 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,38.62,PLN,0,PLN,0,PLN,47.5,PLN
1989-uniw,Zimne ognie 70cm TXF428 - 60 sztuk (10 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,77.24,PLN,0,PLN,0,PLN,95,PLN
198-uniw,"Yellow & Purple Peony TXB821 - 9 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218215,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,10.24,PLN,0,PLN,0,PLN,12.6,PLN
1990-uniw,Zimne ognie 70cm TXF428 - 100 sztuk + 2 sztuki GRATIS(17 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,131.3,PLN,0,PLN,0,PLN,161.5,PLN
1991-uniw,"No sound Fireworks C4925NO14 - 49 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424567,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,159.59,PLN,0,PLN,0,PLN,196.3,PLN
1992-uniw,"No sound Fireworks C253NO14 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424581,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,107.32,PLN,0,PLN,0,PLN,132,PLN
1993-uniw,"Storm new age CF503X14 - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182492139,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,216.38,PLN,0,PLN,0,PLN,266.15,PLN
1994-uniw,"R7538A	Red tail",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182441045,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,41.38,PLN,0,PLN,0,PLN,50.9,PLN
1995-uniw,"Single Line CSS13E - 13 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182412670,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,32.24,PLN,67.48,PLN,0,PLN,0,PLN,83,PLN
1996-uniw,Single Line SR1930H - silver glittering mine to red crossette,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496182,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
1997-uniw,Single Line SR1930K - blue mine w.green comet,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496267,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
1998-uniw,Single Line SR1930S - silver tiger tail and red crossette,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496427,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
1999-uniw,VP70,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.33,PLN,6.42,PLN,0,PLN,0,PLN,7.9,PLN
199-uniw,"Amaretto TXB421 - 10 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214217,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,29.92,PLN,0,PLN,0,PLN,36.8,PLN
19-uniw,Magical shots T6236 - 10 strza³ów,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.13,PLN,0,PLN,0,PLN,10,PLN
2000-uniw,Zimne Ognie 70cm VP70 - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182410959,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.33,PLN,6.42,PLN,0,PLN,0,PLN,7.9,PLN
2001-uniw,Zimne Ognie 70cm VP70 - 20 sztuki (5 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,22.76,PLN,0,PLN,0,PLN,39.5,PLN
2002-uniw,Zimne Ognie 70cm VP70 - 40 sztuki (10 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,79,PLN
2003-uniw,Zimne Ognie 70cm VP70 - 60 sztuki (15 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,58.54,PLN,0,PLN,0,PLN,118.5,PLN
2004-uniw,Zimne Ognie 70cm VP70 - 100 sztuk (25 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,85.37,PLN,0,PLN,0,PLN,197.5,PLN
2005-uniw,"Rzymski ogieñ R7538B - 8 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182441069,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,41.38,PLN,0,PLN,0,PLN,50.9,PLN
2006-uniw,Single Line SR1930O - czerwone migotanie + stroboskopowe migotanie,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496342,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
2007-uniw,Single Line SR1930M - srebrny ogon z purpurow¹ komet¹,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496304,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
2008-uniw,Single Line SR1930CH - srebrne migotanie + zielone crossetty,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496205,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
2009-uniw,Single Line SR1930A - z³ote brokatowe korony,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496069,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
200-uniw,"Sorbet TXB023 - 37 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210233,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,108.46,PLN,0,PLN,0,PLN,133.4,PLN
2010-uniw,Single Line SR1930P - z³ote stroboskopowe crossetty,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496366,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
2011-uniw,Single Line SR1930F - kolorowe per³y,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496465,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
2012-uniw,Single Line CSS13A - z³oty ognisty pióropusz,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182412595,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,39.59,PLN,67.48,PLN,0,PLN,0,PLN,83,PLN
2013-uniw,Srebrna fontanna tortowa 20cm DF20CM1S - 60 sekund,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182431947,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,3.98,PLN,0,PLN,0,PLN,4.9,PLN
2014-uniw,Z³ota fontanna tortowa 20cm DF20CM1Z - 60 sekund,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182431961,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.36,PLN,3.5,PLN,0,PLN,0,PLN,4.3,PLN
2015-uniw,VP28/20 STOCK,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182416289,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.39,PLN,2.68,PLN,0,PLN,0,PLN,3.3,PLN
2016-uniw,"Single Shot SS30G 1.2"" - green glitter willow tail",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182498933,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.8,PLN,7.32,PLN,0,PLN,0,PLN,9,PLN
2017-uniw,"Storm new age-X type CX1352X1 - 135 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496762,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,250.81,PLN,0,PLN,0,PLN,308.5,PLN
2018-uniw,"Storm new age-X type CS1352X14 - 135 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182497028,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,236.06,PLN,0,PLN,0,PLN,290.35,PLN
2019-uniw,Single Line CSS8C - z³oty ogon + z³ote crossetty,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182412243,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,23.57,PLN,39.47,PLN,0,PLN,0,PLN,48.55,PLN
201-uniw,"Multifarious TXA610 - 168 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216105,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,259.76,PLN,0,PLN,0,PLN,319.5,PLN
2020-uniw,DF20CM STOCK,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,duplikat-535-2020,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.38,PLN,0,PLN,0,PLN,1.7,PLN
2021-uniw,"Meteor C253Z/2 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,duplikat-51-2021,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,96.18,PLN,0,PLN,0,PLN,118.3,PLN
2022-uniw,"Storm new age-Fan shape CF1352X7 - 135 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496885,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,236.06,PLN,0,PLN,0,PLN,290.35,PLN
2023-uniw,"Storm new age-Fan shape  CS503X36 - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182492696,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,192.24,PLN,0,PLN,0,PLN,236.45,PLN
2024-uniw,"Storm new age-Fan shape CF503X48 - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182492511,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,216.38,PLN,0,PLN,0,PLN,266.15,PLN
2025-uniw,"Storm new age-Fan shape CV503X39 - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182493167,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,179.19,PLN,0,PLN,0,PLN,220.4,PLN
2026-uniw,"Single Shot SS30F 1.2"" - red glitter willow tail",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182498919,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.73,PLN,7.2,PLN,0,PLN,0,PLN,8.85,PLN
2027-uniw,"Storm new age CF503X12 - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182492092,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,216.38,PLN,0,PLN,0,PLN,266.15,PLN
2028-uniw,Rakiety No Sound rocket RS6NO14 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182432050,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,49.59,PLN,0,PLN,0,PLN,61,PLN
202-uniw,Black Wdow TXP859 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218598,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,9,PLN,17.4,PLN,0,PLN,0,PLN,21.4,PLN
2030-uniw,"No sound Fireworks C1003NO/C14 - 100 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182428657,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,542.28,PLN,0,PLN,0,PLN,668,PLN
2034-uniw,Zimne Ognie 40cm VP40/20 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,9.76,PLN,0,PLN,0,PLN,12,PLN
2035-uniw,ALLEGRO - Zimne ognie 40cm VP40/20 - 120 sztuk (6 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,34.63,PLN,0,PLN,0,PLN,42.6,PLN
2036-uniw,Z³ote fontanny tortowe 12cm DF12CM - 45 sekund,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182429814,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,5.12,PLN,0,PLN,0,PLN,6.3,PLN
2038-uniw,VP90/9,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.82,PLN,0,PLN,0,PLN,17,PLN
2039-uniw,Zimne ognie VP90/9 XXL 90cm - 9 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182416210,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.82,PLN,0,PLN,0,PLN,17,PLN
203-uniw,Petardy Grom 2 TXA485,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.13,PLN,0,PLN,0,PLN,18,PLN
2040-uniw,Zimne ognie VP90/9 XXL 90cm - 45 sztuk (5 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,64.23,PLN,0,PLN,0,PLN,79,PLN
2041-uniw,Zimne ognie VP90/9 XXL 90cm - 90 sztuk (10 opakowañ),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,128.46,PLN,0,PLN,0,PLN,158,PLN
2042-uniw,Zimne ognie 28cm VP28/20 - 20 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.68,PLN,0,PLN,0,PLN,3.3,PLN
2043-uniw,Zimne ognie 28cm VP28/20 - 60 sztuk (3 opakowania),szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.56,PLN,0,PLN,0,PLN,9.3,PLN
2044-uniw,Zimne ognie 28cm VP28/20 - 100 sztuk (5 opakowañ),szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,12.2,PLN,0,PLN,0,PLN,15,PLN
2045-uniw,Zimne ognie 28cm VP28/20 - 400 sztuk (20 opakowañ),szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,44.72,PLN,0,PLN,0,PLN,55,PLN
2046-uniw,Œwieca dymna PXM40 - niebieski (JFS-2),szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792753,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.95,PLN,9.51,PLN,0,PLN,0,PLN,11.7,PLN
2047-uniw,Œwieca dymna PXM40 - fioletowy (JFS-2),szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792791,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,9.51,PLN,0,PLN,0,PLN,11.7,PLN
2048-uniw,Œwieca dymna PXM40 - ¿ó³ty (JFS-2),szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792784,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.9,PLN,9.51,PLN,0,PLN,0,PLN,11.7,PLN
2049-uniw,SFX0904 STOCK 12cm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0.63,PLN,1.22,PLN,0,PLN,0,PLN,1.9,PLN
